fibroblast	endothelial_cell	macrophage	myofibroblast_cell
ENSG00000168461	0.512	0.16	3.798	0.769709543568465
ENSG00000237765	0.854	0.385	0.614	0.437759336099585
ENSG00000163162	0.515	0.262	1.998	0.192946058091286
ENSG00000182831	0.455	0.75	1.069	0.41701244813278
ENSG00000127954	2.815	0.741	0.487	6.94813278008299
ENSG00000272288	0.13	0.078	0.103	0.0560165975103734
ENSG00000091317	0.817	0.76	3.491	0.560165975103734
ENSG00000180509	0.008	0.089	0.59	0.0020746887966805
ENSG00000104714	0.782	0.648	0.803	0.340248962655602
ENSG00000197249	0.01	0.014	0.77	0.004149377593361
ENSG00000152229	0.068	0.011	0.427	0.045643153526971
ENSG00000110934	0.021	0.013	0.528	0.0103734439834025
ENSG00000121552	0.05	0.01	0.921	0.012448132780083
ENSG00000143815	0.381	0.86	0.975	0.460580912863071
ENSG00000060069	0.098	0.092	0.133	0.0663900414937759
ENSG00000151726	0.85	0.143	3.796	0.224066390041494
ENSG00000105639	0.023	0.099	0.108	0.0186721991701245
ENSG00000166523	0.008	0.014	1.144	0.0020746887966805
ENSG00000183696	0.394	1.325	1.985	0.33402489626556
ENSG00000117410	1.351	1.061	5.627	0.782157676348548
ENSG00000115604	0.033	0.201	0.126	0.024896265560166
ENSG00000138772	0.199	1.407	0.06	0.033195020746888
ENSG00000148450	1.216	0.264	0.719	0.564315352697095
ENSG00000134755	0.042	0.274	1.034	0.0103734439834025
ENSG00000273559	0.493	0.573	0.642	0.358921161825726
ENSG00000077420	1.443	0.048	1.195	0.045643153526971
ENSG00000198736	0.246	0.132	0.188	0.286307053941909
ENSG00000160767	0.134	0.204	0.125	0.134854771784232
ENSG00000186350	1.041	0.598	1.338	0.628630705394191
ENSG00000257122	0.048	0.283	0.163	0.0684647302904564
ENSG00000172322	0.026	0.029	1.672	0.012448132780083
ENSG00000177156	2.157	0.931	3.926	0.937759336099585
ENSG00000070444	0.205	0.175	0.326	0.178423236514523
ENSG00000145569	0.09	0.08	1.428	0.012448132780083
ENSG00000089123	0.136	0.08	0.047	0.238589211618257
ENSG00000142669	6.287	3.918	11.838	1.28008298755187
ENSG00000125827	0.901	0.554	0.618	0.329875518672199
ENSG00000104687	0.249	0.224	0.665	0.0622406639004149
ENSG00000172216	10.894	1.228	13.509	6.18672199170125
ENSG00000116701	0.013	0.021	2.474	0.103734439834025
ENSG00000254901	0.196	0.125	0.233	0.103734439834025
ENSG00000086300	0.063	0.09	2.211	0.020746887966805
ENSG00000130766	0.38	0.273	0.365	0.184647302904564
ENSG00000189067	3.717	2.077	4.977	2.37759336099585
ENSG00000090238	2.121	1.448	1.624	1.4045643153527
ENSG00000149923	0.818	0.827	1.162	0.473029045643154
ENSG00000137210	1.182	0.741	1.087	0.684647302904564
ENSG00000205903	0.14	0.184	0.266	0.114107883817427
ENSG00000073921	0.595	1.965	2.043	1.20331950207469
ENSG00000177169	0.323	0.215	0.292	0.280082987551867
ENSG00000107738	1.563	1.525	1.598	0.595435684647303
ENSG00000147459	0.057	0.031	0.503	0.101659751037344
ENSG00000087338	0.234	0.254	0.225	0.261410788381743
ENSG00000171860	0.032	0.037	3.513	0.0311203319502075
ENSG00000165006	0.496	0.226	0.422	0.199170124481328
ENSG00000171621	1.32	0.27	0.155	0.0912863070539419
ENSG00000177663	0.318	0.358	1.022	0.172199170124481
ENSG00000176390	0.101	0.105	0.249	0.0601659751037344
ENSG00000188906	0.253	0.083	0.753	0.0788381742738589
ENSG00000096060	6.256	2.801	8.524	2.90663900414938
ENSG00000057704	0.075	0.807	0.211	0.186721991701245
ENSG00000140350	0.645	0.806	1.344	0.560165975103734
ENSG00000257621	0.626	0.736	1.18	0.556016597510373
ENSG00000019995	0.356	0.42	0.538	0.367219917012448
ENSG00000074054	0.3	0.526	0.432	0.190871369294606
ENSG00000196352	1.832	1.771	5.006	0.477178423236515
ENSG00000112137	0.04	0.155	2.421	0.0788381742738589
ENSG00000125910	0.009	0.119	0.077	0.0103734439834025
ENSG00000114573	0.35	0.398	1.453	0.147302904564315
ENSG00000135956	0.286	0.436	0.669	0.275933609958506
ENSG00000185947	0.125	0.504	1.532	0.0912863070539419
ENSG00000120705	0.946	0.704	1.995	0.551867219917012
ENSG00000072401	0.433	0.493	0.926	0.37344398340249
ENSG00000140455	0.434	0.301	0.785	0.240663900414938
ENSG00000188641	0.356	0.324	1.423	0.215767634854772
ENSG00000140332	0.597	0.442	0.456	0.265560165975104
ENSG00000083223	0.314	0.419	1.632	0.192946058091286
ENSG00000152137	1.75	0.154	0.075	0.688796680497925
ENSG00000131558	0.38	0.356	0.655	0.197095435684647
ENSG00000149925	0.363	0.194	0.338	0.346473029045643
ENSG00000076685	0.306	0.295	0.467	0.184647302904564
ENSG00000088833	0.595	0.403	0.662	0.344398340248963
ENSG00000142867	0.264	0.561	0.788	0.174273858921162
ENSG00000112062	0.484	0.356	0.554	0.211618257261411
ENSG00000214753	0.542	0.433	0.834	0.358921161825726
ENSG00000005889	0.411	0.321	0.5	0.33195020746888
ENSG00000120306	1.142	1.689	0.605	1.45643153526971
ENSG00000167552	3.686	2.205	2.188	3.19502074688797
ENSG00000110046	0.13	0.187	0.332	0.159751037344398
ENSG00000133961	0.465	0.621	1.005	0.234439834024896
ENSG00000013297	2.292	0.293	0.113	0.0394190871369295
ENSG00000027697	1.322	2.277	1.96	0.475103734439834
ENSG00000164713	5.222	3.894	10.374	2.03941908713693
ENSG00000116954	0.434	0.325	0.693	0.228215767634855
ENSG00000126581	0.565	0.562	0.596	0.371369294605809
ENSG00000121766	0.542	0.372	0.458	0.336099585062241
ENSG00000126883	0.272	0.315	1.85	0.184647302904564
ENSG00000149781	0.135	0.138	2.274	0.12655601659751
ENSG00000108523	0.509	0.444	0.447	0.296680497925311
ENSG00000135506	1.979	1.189	2.023	0.676348547717842
ENSG00000137161	0.348	0.251	1.731	0.134854771784232
ENSG00000116260	0.761	0.629	0.487	0.192946058091286
ENSG00000168092	0.778	0.872	0.902	0.429460580912863
ENSG00000173559	2.355	1.029	2.976	1.44605809128631
ENSG00000104412	0.509	0.455	0.315	0.481327800829876
ENSG00000160410	0.222	0.332	0.723	0.12655601659751
ENSG00000119707	1.953	1.886	1.901	1.44605809128631
ENSG00000147168	0.013	0.082	0.163	0.012448132780083
ENSG00000272047	0.961	0.42	0.547	0.410788381742739
ENSG00000112473	0.636	0.435	0.435	0.383817427385892
ENSG00000100934	0.716	0.541	0.46	0.514522821576763
ENSG00000271204	0.406	0.489	0.762	0.201244813278008
ENSG00000256235	0.875	0.163	0.669	1.13278008298755
ENSG00000103194	0.761	0.257	0.508	0.296680497925311
ENSG00000173744	0.546	0.518	3.035	0.307053941908714
ENSG00000213654	0.055	0.157	2.405	0.0622406639004149
ENSG00000180304	0.461	0.642	0.975	1.60788381742739
ENSG00000148572	0.607	0.304	0.527	0.221991701244813
ENSG00000109332	3.877	5.336	5.989	2.57676348547718
ENSG00000204356	0.625	0.501	0.522	0.441908713692946
ENSG00000118900	0.443	0.625	0.613	0.240663900414938
ENSG00000104324	1.353	0.327	0.809	0.41701244813278
ENSG00000134046	0.922	0.933	1.866	0.564315352697095
ENSG00000067064	0.761	1.588	1.611	0.769709543568465
ENSG00000170043	1.143	0.901	1.537	0.765560165975104
ENSG00000101084	0.481	0.454	0.811	0.284232365145228
ENSG00000054523	0.763	0.684	1.498	0.41701244813278
ENSG00000162645	0.785	1.074	0.845	0.466804979253112
ENSG00000175727	0.842	1.021	1.243	0.701244813278008
ENSG00000113719	1.039	0.379	1.034	0.379668049792531
ENSG00000148926	3.102	0.751	2.069	0.360995850622407
ENSG00000185862	0.019	0.045	3.399	0.0145228215767635
ENSG00000111642	0.76	0.895	1.342	0.746887966804979
ENSG00000134186	0.891	0.989	1.81	0.782157676348548
ENSG00000026297	0.251	0.16	3.802	0.128630705394191
ENSG00000005812	0.851	0.627	0.609	0.919087136929461
ENSG00000105220	0.636	0.602	0.825	0.825726141078838
ENSG00000150977	0.401	0.89	1.492	0.298755186721992
ENSG00000119048	2.834	2.249	2.985	1.69294605809129
ENSG00000168175	0.83	0.903	1.105	0.475103734439834
ENSG00000149357	1.697	1.071	2.642	0.809128630705394
ENSG00000155307	0.059	0.064	3.762	0.0497925311203319
ENSG00000119801	0.776	0.639	1.474	0.771784232365145
ENSG00000197170	0.673	0.702	0.625	0.560165975103734
ENSG00000134809	0.95	0.731	0.832	0.562240663900415
ENSG00000185236	0.999	0.644	0.878	0.66804979253112
ENSG00000177189	0.566	1.762	0.965	0.33195020746888
ENSG00000164104	0.688	1.594	3.332	0.605809128630705
ENSG00000265808	0.701	0.347	1.174	0.321576763485477
ENSG00000114302	0.865	0.968	0.742	0.676348547717842
ENSG00000188938	0.565	0.493	0.6	0.522821576763486
ENSG00000169564	3.535	3.894	6.568	2.77593360995851
ENSG00000163602	0.788	1.502	1.821	0.773858921161826
ENSG00000166033	3.393	0.487	2.429	0.558091286307054
ENSG00000217128	1.154	0.57	1.302	0.489626556016597
ENSG00000100811	1.839	1.853	1.997	1.35269709543568
ENSG00000162747	0.004	0.006	0.019	0
ENSG00000120533	2.096	2.779	1.773	1.1597510373444
ENSG00000163931	1.966	0.973	3.656	1.02904564315353
ENSG00000111229	2.994	2.728	8.834	1.73236514522822
ENSG00000039537	0.157	0.036	0.008	0
ENSG00000105825	0.226	0.205	0.057	0.0663900414937759
ENSG00000113742	0.203	0.927	2.771	0.62448132780083
ENSG00000159720	0.978	0.536	2.986	0.526970954356846
ENSG00000101972	1.063	0.969	1.53	0.838174273858921
ENSG00000136051	0.707	0.596	2.101	0.556016597510373
ENSG00000197579	0.642	0.952	0.587	0.74896265560166
ENSG00000100300	2.554	2.791	7.169	1.83817427385892
ENSG00000103569	0.009	0.014	0.665	0.00622406639004149
ENSG00000144579	0.951	0.761	0.861	0.663900414937759
ENSG00000099985	0.012	0.028	0.515	0.00622406639004149
ENSG00000174021	0.995	1.522	1.593	0.767634854771784
ENSG00000135837	1.073	1.153	2.134	1.02904564315353
ENSG00000198081	0.073	0.117	0.162	0.0580912863070539
ENSG00000115561	1.119	1.342	1.521	1.15145228215768
ENSG00000134248	2.174	1.239	1.504	0.983402489626556
ENSG00000182541	0.04	0.293	0.135	0.0435684647302905
ENSG00000185504	0.112	0.115	0.173	0.045643153526971
ENSG00000154529	0.013	0.723	0.021	0.0663900414937759
ENSG00000126814	0.13	0.081	0.132	0.0746887966804979
ENSG00000085265	0.018	0.034	1.584	0.00622406639004149
ENSG00000111261	0.161	0.473	0.075	0.0622406639004149
ENSG00000134153	1.378	0.672	0.739	0.699170124481328
ENSG00000163739	0.148	0.366	1.694	0.0145228215767635
ENSG00000169087	0.091	0.087	0.296	0.0394190871369295
ENSG00000137700	0.086	0.103	0.217	0.045643153526971
ENSG00000116133	0.252	0.104	0.096	0.033195020746888
ENSG00000113761	0.125	0.096	0.077	0.0580912863070539
ENSG00000011258	0.165	0.135	0.173	0.0912863070539419
ENSG00000109743	0.167	0.046	0.396	0.0850622406639004
ENSG00000167995	0.124	0.044	0.233	0.029045643153527
ENSG00000112299	0.013	0.007	1.18	0.00622406639004149
ENSG00000179456	0.052	0.21	0.209	0.0954356846473029
ENSG00000012779	0.022	0.018	1.059	0.020746887966805
ENSG00000180901	0.138	0.167	0.146	0.0788381742738589
ENSG00000135241	0.783	0.608	1.507	0.45850622406639
ENSG00000143409	0.142	0.098	0.098	0.0684647302904564
ENSG00000146278	17.312	3.84	12.77	7.12033195020747
ENSG00000144802	2.973	3.289	7.709	1.38381742738589
ENSG00000101346	0.197	0.113	0.11	0.0663900414937759
ENSG00000140299	0.745	1.371	1.592	0.570539419087137
ENSG00000141506	0.013	0.01	0.763	0.00622406639004149
ENSG00000183426	0.144	0.114	0.085	0.0954356846473029
ENSG00000104497	0.201	0.217	0.241	0.145228215767635
ENSG00000145833	0.926	1.046	1.161	0.765560165975104
ENSG00000123643	0.092	0.039	0.715	0.0601659751037344
ENSG00000239948	0.118	0.04	1.707	0.04149377593361
ENSG00000205765	0.21	0.145	0.172	0.103734439834025
ENSG00000182858	0.164	0.083	0.121	0.0663900414937759
ENSG00000140853	0.057	0.293	0.164	0.0435684647302905
ENSG00000125447	0.175	0.12	0.3	0.0809128630705394
ENSG00000168172	1.159	1.181	1.731	1.0643153526971
ENSG00000119522	0.135	0.113	0.404	0.0809128630705394
ENSG00000071894	0.189	0.21	0.24	0.116182572614108
ENSG00000172243	0.015	0.043	1.76	0.012448132780083
ENSG00000058091	0.168	0.082	0.05	0.105809128630705
ENSG00000157823	0.148	0.099	0.149	0.0643153526970954
ENSG00000164930	0.058	0.523	0.013	0.0601659751037344
ENSG00000168906	2.249	3.116	4.531	4.19709543568465
ENSG00000018280	0.038	0.026	1.257	0.0497925311203319
ENSG00000112531	2.479	2.518	4.453	1.14730290456432
ENSG00000129691	0.23	0.14	0.247	0.172199170124481
ENSG00000173281	0.198	0.308	0.215	0.340248962655602
ENSG00000136250	0.007	0.006	0.458	0.004149377593361
ENSG00000107566	0.342	0.278	0.226	0.0933609958506224
ENSG00000197136	0.125	0.169	0.201	0.0850622406639004
ENSG00000175538	0.073	0.016	0.812	0
ENSG00000261455	0.281	0.248	0.169	0.0539419087136929
ENSG00000153048	2.333	1.547	0.729	0.684647302904564
ENSG00000245060	0.097	0.247	0.374	0.0394190871369295
ENSG00000140749	0.019	0.016	1.899	0.0103734439834025
ENSG00000183023	0.025	0.279	0.536	0.354771784232365
ENSG00000177885	0.589	0.711	3.426	0.383817427385892
ENSG00000172943	0.133	0.165	0.204	0.112033195020747
ENSG00000196730	0.072	0.262	0.938	0.04149377593361
ENSG00000166912	0.133	0.23	0.481	0.107883817427386
ENSG00000138190	0.042	0.525	0.216	0.0829875518672199
ENSG00000247516	0.259	0.11	0.095	0.155601659751037
ENSG00000115091	0.989	1.6	2.835	1.28423236514523
ENSG00000215421	0.094	0.179	0.179	0.0892116182572614
ENSG00000176155	0.124	0.047	0.18	0.0497925311203319
ENSG00000105327	0.121	0.058	0.109	0.132780082987552
ENSG00000081721	0.195	0.118	0.154	0.128630705394191
ENSG00000203710	0.021	0.021	1.763	0.00829875518672199
ENSG00000073050	0.167	0.146	0.195	0.101659751037344
ENSG00000187522	0.143	0.12	0.128	0.136929460580913
ENSG00000184937	0.752	0.018	0.019	0.0103734439834025
ENSG00000130755	0.108	1.859	3.124	0.454356846473029
ENSG00000008086	0.117	0.154	0.114	0.139004149377593
ENSG00000155256	0.124	0.126	0.173	0.0933609958506224
ENSG00000117122	1.081	0.049	0.085	0.029045643153527
ENSG00000125812	0.32	0.123	0.422	0.307053941908714
ENSG00000106638	0.19	0.092	0.135	0.0995850622406639
ENSG00000105866	0.141	0.239	0.127	0.132780082987552
ENSG00000235655	0.162	0.169	0.186	0.118257261410788
ENSG00000106070	0.286	0.476	0.089	0.0850622406639004
ENSG00000030110	0.075	0.117	0.27	0.0995850622406639
ENSG00000106003	0.034	0.292	0.52	0.0518672199170125
ENSG00000171310	0.026	0.136	0.365	0.0228215767634855
ENSG00000173801	0.362	0.371	0.193	0.20954356846473
ENSG00000078804	0.157	0.134	0.243	0.404564315352697
ENSG00000116688	0.194	0.279	0.385	0.143153526970954
ENSG00000144840	0.228	0.237	0.189	0.0829875518672199
ENSG00000176994	0.132	0.14	0.419	0.0684647302904564
ENSG00000087157	0.166	0.486	0.233	0.107883817427386
ENSG00000259884	0.141	0.039	0.078	0.130705394190871
ENSG00000181016	0.243	0.371	0.259	0.379668049792531
ENSG00000136935	0.174	0.187	0.182	0.0912863070539419
ENSG00000085514	0.386	0.054	0.882	0.037344398340249
ENSG00000105520	0.267	0.109	0.175	0.180497925311203
ENSG00000172661	0.254	0.225	0.609	0.170124481327801
ENSG00000162923	0.544	0.567	2.13	0.468879668049793
ENSG00000020181	0.457	0.545	0.056	0.701244813278008
ENSG00000196588	0.292	0.13	0.27	0.188796680497925
ENSG00000183258	0.223	0.236	0.295	0.120331950207469
ENSG00000102796	0.277	0.085	0.134	0.109958506224066
ENSG00000169902	0.606	0.34	0.133	0.0601659751037344
ENSG00000224470	0.205	0.253	0.213	0.134854771784232
ENSG00000181222	0.993	1.795	1.509	1.2344398340249
ENSG00000161265	0.165	0.08	0.143	0.105809128630705
ENSG00000126464	0.219	0.162	0.189	0.163900414937759
ENSG00000105778	0.204	0.172	0.268	0.0933609958506224
ENSG00000214517	0.187	0.174	0.156	0.271784232365145
ENSG00000162804	0.485	0.121	0.032	0.0435684647302905
ENSG00000139826	0.233	0.187	0.275	0.134854771784232
ENSG00000179387	0.174	0.129	0.197	0.0788381742738589
ENSG00000081320	0.294	0.257	2.313	0.109958506224066
ENSG00000173540	0.11	0.079	0.128	0.0643153526970954
ENSG00000186716	0.085	0.73	0.073	0.157676348547718
ENSG00000110876	0.012	0.042	0.851	0.012448132780083
ENSG00000172339	0.216	0.065	0.098	0.0933609958506224
ENSG00000100483	0.109	0.084	0.093	0.0518672199170125
ENSG00000123545	0.274	0.216	0.163	0.261410788381743
ENSG00000110721	0.156	0.21	0.577	0.107883817427386
ENSG00000262246	0.074	0.106	0.558	0.0435684647302905
ENSG00000174899	0.952	0.052	0.06	0.0186721991701245
ENSG00000185950	0.926	0.177	3.199	0.946058091286307
ENSG00000154263	0.331	0.04	0.026	0.037344398340249
ENSG00000213516	0.25	0.292	0.217	0.284232365145228
ENSG00000185129	1.459	1.135	0.67	1.2655601659751
ENSG00000172890	0.17	0.141	0.215	0.118257261410788
ENSG00000127870	0.226	0.34	0.3	0.118257261410788
ENSG00000138135	1.017	0.18	0.225	1.80290456431535
ENSG00000175066	0.369	0.16	0.177	0.0850622406639004
ENSG00000182362	0.283	0.132	0.12	0.151452282157676
ENSG00000204160	0.203	0.171	0.143	0.0995850622406639
ENSG00000108599	0.182	0.162	0.494	0.120331950207469
ENSG00000164430	0.202	0.316	0.518	0.203319502074689
ENSG00000213079	0.287	0.222	0.264	0.155601659751037
ENSG00000112167	0.299	0.126	0.172	0.0746887966804979
ENSG00000149308	0.163	0.239	0.241	0.107883817427386
ENSG00000140199	0.19	0.5	0.495	0.0850622406639004
ENSG00000165406	0.135	0.173	0.237	0.0933609958506224
ENSG00000085117	0.11	0.346	0.127	0.284232365145228
ENSG00000101265	0.053	0.043	1.775	0.029045643153527
ENSG00000100580	0.145	0.112	0.29	0.107883817427386
ENSG00000101187	0.053	2.184	0.304	0.0643153526970954
ENSG00000027847	0.222	0.128	0.21	0.118257261410788
ENSG00000100982	0.186	0.142	0.198	0.109958506224066
ENSG00000187735	1.299	0.86	1.133	0.960580912863071
ENSG00000138801	0.244	0.27	0.625	0.172199170124481
ENSG00000100417	0.553	0.084	0.177	0.524896265560166
ENSG00000166986	0.152	0.197	0.207	0.163900414937759
ENSG00000102038	0.723	0.274	0.076	0.510373443983402
ENSG00000155629	0.019	0.015	1.552	0.00829875518672199
ENSG00000186908	0.353	0.389	0.291	0.186721991701245
ENSG00000142347	0.052	0.036	1.293	0.0518672199170125
ENSG00000172349	0.247	0.063	0.339	0.0684647302904564
ENSG00000123329	0.013	0.025	0.5	0.012448132780083
ENSG00000108306	0.332	0.243	0.302	0.232365145228216
ENSG00000128311	0.293	0.196	0.216	0.0829875518672199
ENSG00000101079	0.184	0.163	0.303	0.348547717842324
ENSG00000155744	0.205	0.363	0.348	0.157676348547718
ENSG00000154124	0.214	0.197	0.367	0.161825726141079
ENSG00000138386	0.207	0.338	0.453	0.377593360995851
ENSG00000204520	0.182	0.2	0.138	0.128630705394191
ENSG00000162980	0.304	0.263	0.462	0.170124481327801
ENSG00000108001	0.623	0.539	0.048	0.242738589211618
ENSG00000091039	1.199	0.97	1.793	0.923236514522822
ENSG00000153395	0.2	0.323	0.753	0.107883817427386
ENSG00000156860	0.244	0.297	0.383	0.20954356846473
ENSG00000107829	0.19	0.17	0.133	0.236514522821577
ENSG00000133794	0.327	0.161	0.2	0.112033195020747
ENSG00000108819	0.259	0.414	0.839	0.145228215767635
ENSG00000186532	0.56	0.313	0.282	0.574688796680498
ENSG00000144445	0.398	0.352	0.498	0.325726141078838
ENSG00000188786	0.244	0.265	0.513	0.12448132780083
ENSG00000144043	0.313	0.247	0.343	0.184647302904564
ENSG00000184602	0.151	0.195	0.875	0.176348547717842
ENSG00000196189	0.352	0.248	1.144	0.226141078838174
ENSG00000179454	0.237	0.255	0.386	0.192946058091286
ENSG00000159873	0.315	0.333	0.494	0.224066390041494
ENSG00000122565	1.624	1.61	1.89	0.931535269709544
ENSG00000171700	0.107	0.168	0.854	0.0975103734439834
ENSG00000158805	0.162	0.175	0.185	0.101659751037344
ENSG00000144118	0.368	0.779	0.691	0.174273858921162
ENSG00000137944	0.326	0.162	0.196	0.213692946058091
ENSG00000138756	0.237	0.205	1.64	0.170124481327801
ENSG00000155465	0.047	0.042	2.16	0.0228215767634855
ENSG00000107643	0.288	0.275	0.202	0.147302904564315
ENSG00000127511	0.331	0.375	0.327	0.172199170124481
ENSG00000198876	0.214	0.209	1.016	0.0788381742738589
ENSG00000112658	0.215	0.293	0.3	0.29253112033195
ENSG00000255198	0.352	0.268	0.278	0.278008298755187
ENSG00000104825	0.24	0.256	0.453	0.145228215767635
ENSG00000197217	0.293	0.256	0.261	0.180497925311203
ENSG00000170619	0.35	0.197	0.476	0.116182572614108
ENSG00000102858	0.244	0.216	0.349	0.170124481327801
ENSG00000118412	0.306	0.344	0.302	0.215767634854772
ENSG00000178074	0.286	0.258	0.212	0.157676348547718
ENSG00000181381	0.242	0.414	0.722	0.0497925311203319
ENSG00000198858	0.272	0.33	0.334	0.186721991701245
ENSG00000146592	2.358	0.269	0.599	0.0663900414937759
ENSG00000182511	0.186	0.568	1.2	0.109958506224066
ENSG00000185104	0.209	0.214	0.206	0.215767634854772
ENSG00000142687	0.275	0.469	0.516	0.180497925311203
ENSG00000102595	0.57	0.187	0.188	0.300829875518672
ENSG00000198060	0.372	0.399	0.371	0.259336099585062
ENSG00000149532	0.456	0.378	0.56	0.33195020746888
ENSG00000136869	0.238	0.649	2.112	0.0684647302904564
ENSG00000117625	0.372	0.228	0.437	0.282157676348548
ENSG00000133226	1.779	1.691	1.965	1.41701244813278
ENSG00000143933	5.033	6.005	9.26	7.84232365145228
ENSG00000125995	2.034	1.218	1.115	1.27385892116183
ENSG00000170852	0.259	0.979	0.434	0.186721991701245
ENSG00000108468	0.568	0.297	0.607	0.259336099585062
ENSG00000174243	0.361	0.443	0.279	0.278008298755187
ENSG00000185359	0.328	0.251	0.406	0.215767634854772
ENSG00000137275	0.349	0.532	0.472	0.431535269709544
ENSG00000116221	0.452	0.279	0.375	0.230290456431535
ENSG00000103381	0.145	0.171	0.562	0.0871369294605809
ENSG00000140153	0.211	0.193	0.202	0.0995850622406639
ENSG00000154845	0.287	0.387	0.436	0.186721991701245
ENSG00000100731	0.35	0.468	0.444	0.188796680497925
ENSG00000125877	0.585	0.212	0.429	0.24896265560166
ENSG00000198001	0.259	0.359	0.413	0.114107883817427
ENSG00000103051	0.251	0.216	0.203	0.161825726141079
ENSG00000187531	0.245	0.209	0.4	0.195020746887967
ENSG00000102710	0.311	0.323	0.336	0.242738589211618
ENSG00000138777	0.296	0.297	0.424	0.211618257261411
ENSG00000116350	1.168	2.109	1.103	1.11410788381743
ENSG00000132313	0.325	0.173	0.31	0.278008298755187
ENSG00000187764	0.033	0.049	0.216	0.0477178423236514
ENSG00000032444	0.187	0.306	0.581	0.103734439834025
ENSG00000170185	0.199	0.353	0.607	0.213692946058091
ENSG00000141002	2.092	1.669	1.928	1.54979253112033
ENSG00000162819	0.34	0.368	0.883	0.253112033195021
ENSG00000188986	0.41	0.393	0.403	0.340248962655602
ENSG00000062716	2.002	2.067	4.254	2.20124481327801
ENSG00000169710	0.712	0.15	0.193	0.224066390041494
ENSG00000168297	0.609	0.233	0.414	0.205394190871369
ENSG00000256525	0.476	0.424	0.671	0.377593360995851
ENSG00000133997	0.283	0.252	0.243	0.195020746887967
ENSG00000276085	0.058	0.044	2.493	0.029045643153527
ENSG00000116698	0.227	0.396	0.429	0.230290456431535
ENSG00000260916	0.359	0.306	0.316	0.145228215767635
ENSG00000164983	0.183	0.266	0.463	0.141078838174274
ENSG00000122741	0.489	0.369	0.36	0.286307053941909
ENSG00000096968	0.287	0.198	0.578	0.265560165975104
ENSG00000198715	0.464	0.177	1.758	0.157676348547718
ENSG00000130204	0.418	0.343	0.309	0.25103734439834
ENSG00000068400	0.214	0.281	0.349	0.143153526970954
ENSG00000142230	0.393	0.292	0.38	0.242738589211618
ENSG00000143437	0.506	0.238	0.537	0.203319502074689
ENSG00000132522	0.21	0.238	0.246	0.300829875518672
ENSG00000175224	0.399	0.195	0.268	0.313278008298755
ENSG00000155111	0.214	0.253	0.515	0.16597510373444
ENSG00000132589	0.217	0.676	0.555	0.195020746887967
ENSG00000102081	0.38	0.401	0.482	0.327800829875519
ENSG00000136807	0.479	0.473	0.397	0.226141078838174
ENSG00000118689	2.399	1.621	3.499	1.38174273858921
ENSG00000043093	0.435	0.289	0.708	0.257261410788382
ENSG00000126218	1.837	0.082	0.085	0.537344398340249
ENSG00000167985	0.421	0.257	0.308	0.215767634854772
ENSG00000173757	0.377	0.473	0.379	0.377593360995851
ENSG00000113391	0.412	0.284	0.239	0.242738589211618
ENSG00000141552	1.928	0.985	1.471	1.27800829875519
ENSG00000136021	0.253	0.359	0.603	0.232365145228216
ENSG00000175467	0.337	0.292	0.382	0.304979253112033
ENSG00000128641	0.212	0.522	0.043	1.59751037344398
ENSG00000165355	0.407	0.239	0.552	0.377593360995851
ENSG00000113643	0.426	0.354	0.336	0.221991701244813
ENSG00000173153	0.378	0.268	0.475	0.317427385892116
ENSG00000068383	0.202	0.193	0.101	0.987551867219917
ENSG00000131873	0.611	0.831	0.706	0.402489626556017
ENSG00000213445	0.314	0.282	0.769	0.280082987551867
ENSG00000128891	0.423	0.532	0.418	0.296680497925311
ENSG00000130724	1.988	1.504	1.623	1.30290456431535
ENSG00000104915	0.482	0.317	0.513	0.307053941908714
ENSG00000136026	0.771	0.301	0.27	0.288381742738589
ENSG00000278970	0.304	0.374	0.956	0.178423236514523
ENSG00000196154	26.024	2.085	36.201	20.5767634854772
ENSG00000162736	0.717	0.308	0.701	0.141078838174274
ENSG00000104765	2.691	0.967	3.341	1.4896265560166
ENSG00000089351	0.307	0.574	0.904	0.269709543568465
ENSG00000081791	0.259	0.46	0.556	0.174273858921162
ENSG00000166557	0.697	0.082	0.372	0.261410788381743
ENSG00000099995	0.466	0.492	0.558	0.286307053941909
ENSG00000182473	0.473	0.38	0.456	0.304979253112033
ENSG00000017260	0.432	0.413	0.419	0.174273858921162
ENSG00000155254	0.38	0.076	0.824	0.327800829875519
ENSG00000146122	0.159	0.126	1.209	0.987551867219917
ENSG00000047315	0.395	0.388	0.487	0.412863070539419
ENSG00000171443	0.437	0.371	0.498	0.304979253112033
ENSG00000124789	0.334	0.316	0.379	0.190871369294606
ENSG00000250317	0.619	0.162	0.46	0.273858921161826
ENSG00000116473	1.193	1.476	2.575	0.962655601659751
ENSG00000114626	0.508	0.439	0.7	0.869294605809129
ENSG00000076053	0.624	0.546	0.349	0.412863070539419
ENSG00000179163	0.21	0.159	2.439	0.12448132780083
ENSG00000134982	0.464	0.528	0.782	0.352697095435685
ENSG00000143149	0.81	0.446	0.905	0.315352697095436
ENSG00000167323	0.58	0.281	0.342	0.319502074688797
ENSG00000119004	0.575	0.367	0.539	0.300829875518672
ENSG00000109775	0.448	0.372	0.284	0.338174273858921
ENSG00000172336	0.319	0.226	0.223	0.157676348547718
ENSG00000104522	0.323	0.547	0.3	0.232365145228216
ENSG00000205155	0.699	0.352	0.402	0.298755186721992
ENSG00000178127	0.352	0.231	0.312	0.257261410788382
