erythrocyte	classical_monocyte	neutrophil	memory_B_cell	plasma_cell	platelet
ENSG00000180822	0.008	0.226	0.022703818369453	0.259414225941423	0.846808510638298	0.04
ENSG00000157764	0.037	0.391	0.270381836945304	0.594142259414226	0.795744680851064	0.17
ENSG00000110768	0.008	0.252	0.043343653250774	0.205020920502092	0.791489361702128	0.05
ENSG00000278845	0.005	0.219	0.00722394220846233	0.142259414225941	0.927659574468085	0.02
ENSG00000182923	0.006	0.417	0.139318885448916	0.401673640167364	1.42553191489362	0.1
ENSG00000133104	0.022	0.498	0.155830753353973	0.225941422594142	0.327659574468085	0.34
ENSG00000175029	0.031	0.729	0.192982456140351	0.0125523012552301	0.11063829787234	0.26
ENSG00000165219	0.087	0.639	0.157894736842105	0.292887029288703	1.44255319148936	0.28
ENSG00000165688	0.011	0.252	0.0412796697626419	0.205020920502092	1.39148936170213	0.06
ENSG00000165288	0.027	0.58	0.137254901960784	0.338912133891213	0.565957446808511	0.14
ENSG00000132912	0.08	0.6	0.130030959752322	0.259414225941423	0.651063829787234	0.51
ENSG00000121851	0.01	0.594	0.205366357069143	0.682008368200837	1.7063829787234	0.36
ENSG00000171262	0.002	0.198	0.0340557275541796	0.309623430962343	1.39574468085106	0.06
ENSG00000204899	0.028	0.187	0.0423116615067079	0.259414225941423	1.74468085106383	0.34
ENSG00000176386	0.054	0.381	0.107327141382869	0.280334728033473	1.88936170212766	0.2
ENSG00000177082	0.006	0.143	0.0319917440660475	0.313807531380753	0.778723404255319	0.07
ENSG00000181350	0.023	0.102	0.0567595459236326	0.104602510460251	0.361702127659574	0.03
ENSG00000244313	0.022	0.519	0.0670794633642931	0.866108786610879	2.28510638297872	0.2
ENSG00000230629	0.006	0.169	0.0196078431372549	0.301255230125523	0.702127659574468	0.06
ENSG00000128309	0.032	0.376	0.086687306501548	0.196652719665272	1.25531914893617	0.5
ENSG00000163655	0.007	0.345	0.0423116615067079	0.263598326359833	1.29787234042553	0.35
ENSG00000149547	0.013	0.248	0.0257997936016512	0.175732217573222	2.13191489361702	0.12
ENSG00000151304	0.004	0.238	0.0185758513931889	0.326359832635983	0.774468085106383	0.02
ENSG00000081665	0.003	0.075	0.043343653250774	0.472803347280335	0.557446808510638	0.07
