Tissue,Mixture,CellType,PerturbedVsTrueSpearman,RecoveredVsTrueSpearman,Pass_0_8
Blood,Mixture63,memory_B_cell,0.9993903284150081,0.9990709891949353,True
Blood,Mixture63,plasma_cell,0.9994872068339764,0.9988272773007852,True
Blood,Mixture63,platelet,0.999553376702053,0.9876265462475078,True
Blood,Mixture64,erythrocyte,0.9995130177580721,0.7956869107234615,False
Blood,Mixture64,classical_monocyte,0.9992154863983849,0.9618197237687103,True
Blood,Mixture64,neutrophil,0.9994943896497326,0.9187717383278737,True
Blood,Mixture64,memory_B_cell,0.9993903284150081,0.9758310734043032,True
Blood,Mixture64,plasma_cell,0.9994872068339764,0.9991934705626274,True
Blood,Mixture64,platelet,0.999553376702053,0.999533267183598,True
Blood,Mixture65,erythrocyte,0.9995130177580721,0.7992196111870622,False
Blood,Mixture65,classical_monocyte,0.9992154863983849,0.964404669594697,True
Blood,Mixture65,neutrophil,0.9994943896497326,0.9249358767985927,True
Blood,Mixture65,memory_B_cell,0.9993903284150081,0.9695264580932909,True
Blood,Mixture65,plasma_cell,0.9994872068339764,0.9992963893761996,True
Blood,Mixture65,platelet,0.999553376702053,0.9995215796335459,True
Blood,Mixture66,erythrocyte,0.9995130177580721,0.9995130177580721,True
Blood,Mixture66,classical_monocyte,0.9992154863983849,0.9805314822095347,True
Blood,Mixture66,neutrophil,0.9994943896497326,0.8744634640630619,True
Blood,Mixture66,memory_B_cell,0.9993903284150081,0.9908721059842347,True
Blood,Mixture66,plasma_cell,0.9994872068339764,0.9989391622358673,True
Blood,Mixture66,platelet,0.999553376702053,0.9930628221589569,True
Blood,Mixture67,erythrocyte,0.9995130177580721,0.6891355200729593,False
Blood,Mixture67,classical_monocyte,0.9992154863983849,0.9572990366425809,True
Blood,Mixture67,neutrophil,0.9994943896497326,0.9909449734855679,True
Blood,Mixture67,memory_B_cell,0.9993903284150081,0.9892324794596056,True
Blood,Mixture67,plasma_cell,0.9994872068339764,0.9990113126922918,True
Blood,Mixture67,platelet,0.999553376702053,0.9993832833445706,True
Blood,Mixture68,erythrocyte,0.9995130177580721,0.8161199347421987,True
Blood,Mixture68,classical_monocyte,0.9992154863983849,0.9523392986547781,True
Blood,Mixture68,neutrophil,0.9994943896497326,0.9023966165703932,True
Blood,Mixture68,memory_B_cell,0.9993903284150081,0.9821379447156344,True
Blood,Mixture68,plasma_cell,0.9994872068339764,0.9990757997969985,True
Blood,Mixture68,platelet,0.999553376702053,0.9995041049366806,True
Blood,Mixture69,erythrocyte,0.9995130177580721,0.7499133867937886,False
Blood,Mixture69,classical_monocyte,0.9992154863983849,0.9717781789932467,True
Blood,Mixture69,neutrophil,0.9994943896497326,0.8598022730893661,True
Blood,Mixture69,memory_B_cell,0.9993903284150081,0.9987403462707682,True
Blood,Mixture69,plasma_cell,0.9994872068339764,0.999235465730042,True
Blood,Mixture69,platelet,0.999553376702053,0.9995344557824227,True
Blood,Mixture70,erythrocyte,0.9995130177580721,0.7694143143758184,False
Blood,Mixture70,classical_monocyte,0.9992154863983849,0.9678286502272989,True
Blood,Mixture70,neutrophil,0.9994943896497326,0.8796560554841318,True
Blood,Mixture70,memory_B_cell,0.9993903284150081,0.9988013479552362,True
Blood,Mixture70,plasma_cell,0.9994872068339764,0.9990517751893627,True
Blood,Mixture70,platelet,0.999553376702053,0.9995156775445174,True
Blood,Mixture71,erythrocyte,0.9995130177580721,0.744904267998092,False
Blood,Mixture71,classical_monocyte,0.9992154863983849,0.9700230311526904,True
Blood,Mixture71,neutrophil,0.9994943896497326,0.8630622813620465,True
Blood,Mixture71,memory_B_cell,0.9993903284150081,0.9989941240070943,True
Blood,Mixture71,plasma_cell,0.9994872068339764,0.9991305544450231,True
Blood,Mixture71,platelet,0.999553376702053,0.999531581798339,True
Blood,Mixture72,erythrocyte,0.9995130177580721,0.8331537398654484,True
Blood,Mixture72,classical_monocyte,0.9992154863983849,0.9819753999519644,True
Blood,Mixture72,neutrophil,0.9994943896497326,0.9546245532429731,True
Blood,Mixture72,memory_B_cell,0.9993903284150081,0.9858702929934435,True
Blood,Mixture72,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture72,platelet,0.999553376702053,0.9967165620843362,True
Blood,Mixture73,erythrocyte,0.9995130177580721,0.7564596966574413,False
Blood,Mixture73,classical_monocyte,0.9992154863983849,0.9591691820192865,True
Blood,Mixture73,neutrophil,0.9994943896497326,0.8401940840459429,True
Blood,Mixture73,memory_B_cell,0.9993903284150081,0.9992136074547279,True
Blood,Mixture73,plasma_cell,0.9994872068339764,0.9984294343963479,True
Blood,Mixture73,platelet,0.999553376702053,0.997423133176033,True
Blood,Mixture74,erythrocyte,0.9995130177580721,0.7511456397337163,False
Blood,Mixture74,classical_monocyte,0.9992154863983849,0.9633592026449243,True
Blood,Mixture74,neutrophil,0.9994943896497326,0.9414328043194263,True
Blood,Mixture74,memory_B_cell,0.9993903284150081,0.9943014928957431,True
Blood,Mixture74,plasma_cell,0.9994872068339764,0.9993861272248169,True
Blood,Mixture74,platelet,0.999553376702053,0.9973171016325623,True
Blood,Mixture75,erythrocyte,0.9995130177580721,0.8074972034445644,True
Blood,Mixture75,classical_monocyte,0.9992154863983849,0.9750929723991741,True
Blood,Mixture75,neutrophil,0.9994943896497326,0.9231532539781465,True
Blood,Mixture75,memory_B_cell,0.9993903284150081,0.9827790622558401,True
Blood,Mixture75,plasma_cell,0.9994872068339764,0.999187646415322,True
Blood,Mixture75,platelet,0.999553376702053,0.9995355272493504,True
Blood,Mixture76,erythrocyte,0.9995130177580721,0.6507485753696806,False
Blood,Mixture76,classical_monocyte,0.9992154863983849,0.9337385198641374,True
Blood,Mixture76,neutrophil,0.9994943896497326,0.9987188176874147,True
Blood,Mixture76,memory_B_cell,0.9993903284150081,0.9844880641686429,True
Blood,Mixture76,plasma_cell,0.9994872068339764,0.9986832062884878,True
Blood,Mixture76,platelet,0.999553376702053,0.997912108191801,True
Blood,Mixture77,erythrocyte,0.9995130177580721,0.7504759510056029,False
Blood,Mixture77,classical_monocyte,0.9992154863983849,0.958676907280967,True
Blood,Mixture77,neutrophil,0.9994943896497326,0.8676737415112163,True
Blood,Mixture77,memory_B_cell,0.9993903284150081,0.9988141843649704,True
Blood,Mixture77,plasma_cell,0.9994872068339764,0.9989925374805829,True
Blood,Mixture77,platelet,0.999553376702053,0.9995120763141596,True
Blood,Mixture78,erythrocyte,0.9995130177580721,0.7507129759905502,False
Blood,Mixture78,classical_monocyte,0.9992154863983849,0.9959904149460294,True
Blood,Mixture78,neutrophil,0.9994943896497326,0.9247152934461109,True
Blood,Mixture78,memory_B_cell,0.9993903284150081,0.9803809205535023,True
Blood,Mixture78,plasma_cell,0.9994872068339764,0.9991409382866009,True
Blood,Mixture78,platelet,0.999553376702053,0.9958187658191281,True
Blood,Mixture79,erythrocyte,0.9995130177580721,0.8007529778260025,True
Blood,Mixture79,classical_monocyte,0.9992154863983849,0.9635432372454719,True
Blood,Mixture79,neutrophil,0.9994943896497326,0.8173318276012853,True
Blood,Mixture79,memory_B_cell,0.9993903284150081,0.9987131407456601,True
Blood,Mixture79,plasma_cell,0.9994872068339764,0.9975750472667537,True
Blood,Mixture79,platelet,0.999553376702053,0.9995236480823654,True
Blood,Mixture80,erythrocyte,0.9995130177580721,0.8055310568703115,True
Blood,Mixture80,classical_monocyte,0.9992154863983849,0.9772608251039031,True
Blood,Mixture80,neutrophil,0.9994943896497326,0.9676179108126359,True
Blood,Mixture80,memory_B_cell,0.9993903284150081,0.9878525227597712,True
Blood,Mixture80,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture80,platelet,0.999553376702053,0.9974381261985344,True
Blood,Mixture81,erythrocyte,0.9995130177580721,0.7855190430215742,False
Blood,Mixture81,classical_monocyte,0.9992154863983849,0.9711771697075214,True
Blood,Mixture81,neutrophil,0.9994943896497326,0.9550113603961916,True
Blood,Mixture81,memory_B_cell,0.9993903284150081,0.9853440733590034,True
Blood,Mixture81,plasma_cell,0.9994872068339764,0.9993976605691522,True
Blood,Mixture81,platelet,0.999553376702053,0.9962024100647896,True
Blood,Mixture82,erythrocyte,0.9995130177580721,0.7513892051363735,False
Blood,Mixture82,classical_monocyte,0.9992154863983849,0.9655567368812544,True
Blood,Mixture82,neutrophil,0.9994943896497326,0.8871165317825243,True
Blood,Mixture82,memory_B_cell,0.9993903284150081,0.9989986838063731,True
Blood,Mixture82,plasma_cell,0.9994872068339764,0.9991707487247838,True
Blood,Mixture82,platelet,0.999553376702053,0.9995285928548919,True
Blood,Mixture83,erythrocyte,0.9995130177580721,0.9995130177580721,True
Blood,Mixture83,classical_monocyte,0.9992154863983849,0.9589046194077294,True
Blood,Mixture83,neutrophil,0.9994943896497326,0.833595668290249,True
Blood,Mixture83,memory_B_cell,0.9993903284150081,0.9813669706956938,True
Blood,Mixture83,plasma_cell,0.9994872068339764,0.9989116891199583,True
Blood,Mixture83,platelet,0.999553376702053,0.99298979782223,True
Blood,Mixture84,erythrocyte,0.9995130177580721,0.7910922896803496,False
Blood,Mixture84,classical_monocyte,0.9992154863983849,0.9582805092096628,True
Blood,Mixture84,neutrophil,0.9994943896497326,0.8720813996182921,True
Blood,Mixture84,memory_B_cell,0.9993903284150081,0.9988657215921118,True
Blood,Mixture84,plasma_cell,0.9994872068339764,0.9989552935912337,True
Blood,Mixture84,platelet,0.999553376702053,0.9982053446912976,True
Blood,Mixture85,erythrocyte,0.9995130177580721,0.8666377491377241,True
Blood,Mixture85,classical_monocyte,0.9992154863983849,0.9598911963144642,True
Blood,Mixture85,neutrophil,0.9994943896497326,0.9708630426985475,True
Blood,Mixture85,memory_B_cell,0.9993903284150081,0.9733452522599346,True
Blood,Mixture85,plasma_cell,0.9994872068339764,0.9994332568378821,True
Blood,Mixture85,platelet,0.999553376702053,0.9995349922594515,True
Blood,Mixture86,erythrocyte,0.9995130177580721,0.8725275651164106,True
Blood,Mixture86,classical_monocyte,0.9992154863983849,0.9799522639987297,True
Blood,Mixture86,neutrophil,0.9994943896497326,0.9599249805651687,True
Blood,Mixture86,memory_B_cell,0.9993903284150081,0.9907703963349299,True
Blood,Mixture86,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture86,platelet,0.999553376702053,0.9974683640028328,True
Blood,Mixture87,erythrocyte,0.9995130177580721,0.7462882263422727,False
Blood,Mixture87,classical_monocyte,0.9992154863983849,0.9662007561511651,True
Blood,Mixture87,neutrophil,0.9994943896497326,0.8845702870431648,True
Blood,Mixture87,memory_B_cell,0.9993903284150081,0.9989491774142044,True
Blood,Mixture87,plasma_cell,0.9994872068339764,0.9992566165807835,True
Blood,Mixture87,platelet,0.999553376702053,0.9995308734571775,True
Blood,Mixture88,erythrocyte,0.9995130177580721,0.7902763883326145,False
Blood,Mixture88,classical_monocyte,0.9992154863983849,0.981256677171913,True
Blood,Mixture88,neutrophil,0.9994943896497326,0.9698765293567295,True
Blood,Mixture88,memory_B_cell,0.9993903284150081,0.9872798638157912,True
Blood,Mixture88,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture88,platelet,0.999553376702053,0.9967634661535777,True
Blood,Mixture89,erythrocyte,0.9995130177580721,0.7268364669640293,False
Blood,Mixture89,classical_monocyte,0.9992154863983849,0.9946359987083779,True
Blood,Mixture89,neutrophil,0.9994943896497326,0.8561925586416808,True
Blood,Mixture89,memory_B_cell,0.9993903284150081,0.983039033112447,True
Blood,Mixture89,plasma_cell,0.9994872068339764,0.9978763319861048,True
Blood,Mixture89,platelet,0.999553376702053,0.9911147619157045,True
Blood,Mixture90,erythrocyte,0.9995130177580721,0.7592764834544996,False
Blood,Mixture90,classical_monocyte,0.9992154863983849,0.9731477457808398,True
Blood,Mixture90,neutrophil,0.9994943896497326,0.8496952135466763,True
Blood,Mixture90,memory_B_cell,0.9993903284150081,0.9965092428663271,True
Blood,Mixture90,plasma_cell,0.9994872068339764,0.999045108073368,True
Blood,Mixture90,platelet,0.999553376702053,0.9995288808303125,True
Blood,Mixture91,erythrocyte,0.9995130177580721,0.7467502914396523,False
Blood,Mixture91,classical_monocyte,0.9992154863983849,0.9537057981110989,True
Blood,Mixture91,neutrophil,0.9994943896497326,0.9086131381861025,True
Blood,Mixture91,memory_B_cell,0.9993903284150081,0.9990813349580047,True
Blood,Mixture91,plasma_cell,0.9994872068339764,0.9984992092137398,True
Blood,Mixture91,platelet,0.999553376702053,0.9931642283472462,True
Blood,Mixture92,erythrocyte,0.9995130177580721,0.7783405145864091,False
Blood,Mixture92,classical_monocyte,0.9992154863983849,0.9582425769324119,True
Blood,Mixture92,neutrophil,0.9994943896497326,0.9371082891605337,True
Blood,Mixture92,memory_B_cell,0.9993903284150081,0.9907314272320692,True
Blood,Mixture92,plasma_cell,0.9994872068339764,0.999202206783586,True
Blood,Mixture92,platelet,0.999553376702053,0.9990002779407399,True
Blood,Mixture93,erythrocyte,0.9995130177580721,0.7622045724219737,False
Blood,Mixture93,classical_monocyte,0.9992154863983849,0.9738135706666711,True
Blood,Mixture93,neutrophil,0.9994943896497326,0.9412260784476243,True
Blood,Mixture93,memory_B_cell,0.9993903284150081,0.9990390322823436,True
Blood,Mixture93,plasma_cell,0.9994872068339764,0.9994108415341071,True
Blood,Mixture93,platelet,0.999553376702053,0.9955032888074207,True
Blood,Mixture94,erythrocyte,0.9995130177580721,0.776302528617278,False
Blood,Mixture94,classical_monocyte,0.9992154863983849,0.9656974664234729,True
Blood,Mixture94,neutrophil,0.9994943896497326,0.8684093345626124,True
Blood,Mixture94,memory_B_cell,0.9993903284150081,0.9946069613287514,True
Blood,Mixture94,plasma_cell,0.9994872068339764,0.9992476504592734,True
Blood,Mixture94,platelet,0.999553376702053,0.9995177093300863,True
Blood,Mixture95,erythrocyte,0.9995130177580721,0.7779078017177462,False
Blood,Mixture95,classical_monocyte,0.9992154863983849,0.9694490447367081,True
Blood,Mixture95,neutrophil,0.9994943896497326,0.9059678269766549,True
Blood,Mixture95,memory_B_cell,0.9993903284150081,0.9790275574409264,True
Blood,Mixture95,plasma_cell,0.9994872068339764,0.9989969055910621,True
Blood,Mixture95,platelet,0.999553376702053,0.999470040219161,True
Blood,Mixture96,erythrocyte,0.9995130177580721,0.7720497172635451,False
Blood,Mixture96,classical_monocyte,0.9992154863983849,0.9680126217550962,True
Blood,Mixture96,neutrophil,0.9994943896497326,0.8417980671678619,True
Blood,Mixture96,memory_B_cell,0.9993903284150081,0.9993914971152591,True
Blood,Mixture96,plasma_cell,0.9994872068339764,0.998090944150966,True
Blood,Mixture96,platelet,0.999553376702053,0.9995350682159011,True
Blood,Mixture97,erythrocyte,0.9995130177580721,0.7752881141822272,False
Blood,Mixture97,classical_monocyte,0.9992154863983849,0.9635896583182738,True
Blood,Mixture97,neutrophil,0.9994943896497326,0.8529672149417471,True
Blood,Mixture97,memory_B_cell,0.9993903284150081,0.998728314531495,True
Blood,Mixture97,plasma_cell,0.9994872068339764,0.9989514619153746,True
Blood,Mixture97,platelet,0.999553376702053,0.9995123835846601,True
Blood,Mixture98,erythrocyte,0.9995130177580721,0.7544026881980872,False
Blood,Mixture98,classical_monocyte,0.9992154863983849,0.9701272787684077,True
Blood,Mixture98,neutrophil,0.9994943896497326,0.8851669365373772,True
Blood,Mixture98,memory_B_cell,0.9993903284150081,0.9985079305319157,True
Blood,Mixture98,plasma_cell,0.9994872068339764,0.9992032030193093,True
Blood,Mixture98,platelet,0.999553376702053,0.9995280578088221,True
Blood,Mixture99,erythrocyte,0.9995130177580721,0.7709905850862915,False
Blood,Mixture99,classical_monocyte,0.9992154863983849,0.9591932365214926,True
Blood,Mixture99,neutrophil,0.9994943896497326,0.8332296839667329,True
Blood,Mixture99,memory_B_cell,0.9993903284150081,0.9988533066764287,True
Blood,Mixture99,plasma_cell,0.9994872068339764,0.9987660854373174,True
Blood,Mixture99,platelet,0.999553376702053,0.9995232265635371,True
Blood,Mixture100,erythrocyte,0.9995130177580721,0.7776423469030536,False
Blood,Mixture100,classical_monocyte,0.9992154863983849,0.9527465996894046,True
Blood,Mixture100,neutrophil,0.9994943896497326,0.9173980451636092,True
Blood,Mixture100,memory_B_cell,0.9993903284150081,0.9915541466101633,True
Blood,Mixture100,plasma_cell,0.9994872068339764,0.999035490566962,True
Blood,Mixture100,platelet,0.999553376702053,0.9986611651906228,True
