Tissue,Mixture,CellType,PerturbedVsTrueSpearman,RecoveredVsTrueSpearman,Pass_0_8
Blood,Mixture61,memory_B_cell,0.9993903284150081,0.9700085727286498,True
Blood,Mixture61,plasma_cell,0.9994872068339764,0.9984443012986806,True
Blood,Mixture61,platelet,0.999553376702053,0.999492954715878,True
Blood,Mixture62,erythrocyte,0.9995130177580721,0.7282695553997102,False
Blood,Mixture62,classical_monocyte,0.9992154863983849,0.9518832952331641,True
Blood,Mixture62,neutrophil,0.9994943896497326,0.8883600654687475,True
Blood,Mixture62,memory_B_cell,0.9993903284150081,0.9641649897696748,True
Blood,Mixture62,plasma_cell,0.9994872068339764,0.9988109543616259,True
Blood,Mixture62,platelet,0.999553376702053,0.9993769614546381,True
Blood,Mixture63,erythrocyte,0.9995130177580721,0.6322881697682371,False
Blood,Mixture63,classical_monocyte,0.9992154863983849,0.8816998633996608,True
Blood,Mixture63,neutrophil,0.9994943896497326,0.9673233100355989,True
Blood,Mixture63,memory_B_cell,0.9993903284150081,0.9987671110705189,True
Blood,Mixture63,plasma_cell,0.9994872068339764,0.9980879554437959,True
Blood,Mixture63,platelet,0.999553376702053,0.9865829149725879,True
Blood,Mixture64,erythrocyte,0.9995130177580721,0.7636866208246226,False
Blood,Mixture64,classical_monocyte,0.9992154863983849,0.9534665835812501,True
Blood,Mixture64,neutrophil,0.9994943896497326,0.8802862005513673,True
Blood,Mixture64,memory_B_cell,0.9993903284150081,0.9539951349627595,True
Blood,Mixture64,plasma_cell,0.9994872068339764,0.9988609960483442,True
Blood,Mixture64,platelet,0.999553376702053,0.9995292052809572,True
Blood,Mixture65,erythrocyte,0.9995130177580721,0.7589459441882852,False
Blood,Mixture65,classical_monocyte,0.9992154863983849,0.9565902875554168,True
Blood,Mixture65,neutrophil,0.9994943896497326,0.878992419849605,True
Blood,Mixture65,memory_B_cell,0.9993903284150081,0.9472876145710694,True
Blood,Mixture65,plasma_cell,0.9994872068339764,0.9990672168430744,True
Blood,Mixture65,platelet,0.999553376702053,0.9995115015166162,True
Blood,Mixture66,erythrocyte,0.9995130177580721,0.9995130177580721,True
Blood,Mixture66,classical_monocyte,0.9992154863983849,0.9767756472505584,True
Blood,Mixture66,neutrophil,0.9994943896497326,0.8152931743487355,True
Blood,Mixture66,memory_B_cell,0.9993903284150081,0.9864229445116852,True
Blood,Mixture66,plasma_cell,0.9994872068339764,0.9982031356201166,True
Blood,Mixture66,platelet,0.999553376702053,0.990524081560268,True
Blood,Mixture67,erythrocyte,0.9995130177580721,0.646646900084821,False
Blood,Mixture67,classical_monocyte,0.9992154863983849,0.9374139954603867,True
Blood,Mixture67,neutrophil,0.9994943896497326,0.9856195956884493,True
Blood,Mixture67,memory_B_cell,0.9993903284150081,0.9821430765608569,True
Blood,Mixture67,plasma_cell,0.9994872068339764,0.9985441164548071,True
Blood,Mixture67,platelet,0.999553376702053,0.9992032567539343,True
Blood,Mixture68,erythrocyte,0.9995130177580721,0.7842484977109884,False
Blood,Mixture68,classical_monocyte,0.9992154863983849,0.9369110087292672,True
Blood,Mixture68,neutrophil,0.9994943896497326,0.8679306107782666,True
Blood,Mixture68,memory_B_cell,0.9993903284150081,0.9717615670634882,True
Blood,Mixture68,plasma_cell,0.9994872068339764,0.9986172248301963,True
Blood,Mixture68,platelet,0.999553376702053,0.9994710731884838,True
Blood,Mixture69,erythrocyte,0.9995130177580721,0.7108738478351085,False
Blood,Mixture69,classical_monocyte,0.9992154863983849,0.9601093424844546,True
Blood,Mixture69,neutrophil,0.9994943896497326,0.8135653088099465,True
Blood,Mixture69,memory_B_cell,0.9993903284150081,0.9980536748717828,True
Blood,Mixture69,plasma_cell,0.9994872068339764,0.9990089753700179,True
Blood,Mixture69,platelet,0.999553376702053,0.9995333828283649,True
Blood,Mixture70,erythrocyte,0.9995130177580721,0.7358527471150536,False
Blood,Mixture70,classical_monocyte,0.9992154863983849,0.9568649144860248,True
Blood,Mixture70,neutrophil,0.9994943896497326,0.8312796303243967,True
Blood,Mixture70,memory_B_cell,0.9993903284150081,0.9981207883334803,True
Blood,Mixture70,plasma_cell,0.9994872068339764,0.9985362998360547,True
Blood,Mixture70,platelet,0.999553376702053,0.9995055610926336,True
Blood,Mixture71,erythrocyte,0.9995130177580721,0.6906171216800696,False
Blood,Mixture71,classical_monocyte,0.9992154863983849,0.9572896561071215,True
Blood,Mixture71,neutrophil,0.9994943896497326,0.81060591864137,True
Blood,Mixture71,memory_B_cell,0.9993903284150081,0.9985536244061877,True
Blood,Mixture71,plasma_cell,0.9994872068339764,0.998727270560866,True
Blood,Mixture71,platelet,0.999553376702053,0.9995322332347313,True
Blood,Mixture72,erythrocyte,0.9995130177580721,0.7717643001649598,False
Blood,Mixture72,classical_monocyte,0.9992154863983849,0.9753330040153426,True
Blood,Mixture72,neutrophil,0.9994943896497326,0.9106963253116295,True
Blood,Mixture72,memory_B_cell,0.9993903284150081,0.9768003791878955,True
Blood,Mixture72,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture72,platelet,0.999553376702053,0.9953705457412148,True
Blood,Mixture73,erythrocyte,0.9995130177580721,0.6940552227143186,False
Blood,Mixture73,classical_monocyte,0.9992154863983849,0.9472576862570772,True
Blood,Mixture73,neutrophil,0.9994943896497326,0.8012227487233914,True
Blood,Mixture73,memory_B_cell,0.9993903284150081,0.999029184648607,True
Blood,Mixture73,plasma_cell,0.9994872068339764,0.9970411799158826,True
Blood,Mixture73,platelet,0.999553376702053,0.9950606016760859,True
Blood,Mixture74,erythrocyte,0.9995130177580721,0.7092616834586567,False
Blood,Mixture74,classical_monocyte,0.9992154863983849,0.9524510840872144,True
Blood,Mixture74,neutrophil,0.9994943896497326,0.9146337326306123,True
Blood,Mixture74,memory_B_cell,0.9993903284150081,0.9887555574424596,True
Blood,Mixture74,plasma_cell,0.9994872068339764,0.9992314041536313,True
Blood,Mixture74,platelet,0.999553376702053,0.996252198180019,True
Blood,Mixture75,erythrocyte,0.9995130177580721,0.7832086983862346,False
Blood,Mixture75,classical_monocyte,0.9992154863983849,0.9647047578295213,True
Blood,Mixture75,neutrophil,0.9994943896497326,0.8699643755157794,True
Blood,Mixture75,memory_B_cell,0.9993903284150081,0.9732954897955487,True
Blood,Mixture75,plasma_cell,0.9994872068339764,0.9988518000262827,True
Blood,Mixture75,platelet,0.999553376702053,0.9995355272493504,True
Blood,Mixture76,erythrocyte,0.9995130177580721,0.627315637210058,False
Blood,Mixture76,classical_monocyte,0.9992154863983849,0.8894902056185782,True
Blood,Mixture76,neutrophil,0.9994943896497326,0.9966950350514903,True
Blood,Mixture76,memory_B_cell,0.9993903284150081,0.978826563316568,True
Blood,Mixture76,plasma_cell,0.9994872068339764,0.9979963017572493,True
Blood,Mixture76,platelet,0.999553376702053,0.9966415705723548,True
Blood,Mixture77,erythrocyte,0.9995130177580721,0.7119150548880017,False
Blood,Mixture77,classical_monocyte,0.9992154863983849,0.9488104500185478,True
Blood,Mixture77,neutrophil,0.9994943896497326,0.8222431259906642,True
Blood,Mixture77,memory_B_cell,0.9993903284150081,0.9981849320645101,True
Blood,Mixture77,plasma_cell,0.9994872068339764,0.9982211828134125,True
Blood,Mixture77,platelet,0.999553376702053,0.9995011168409962,True
Blood,Mixture78,erythrocyte,0.9995130177580721,0.6935154768573342,False
Blood,Mixture78,classical_monocyte,0.9992154863983849,0.9939246127827353,True
Blood,Mixture78,neutrophil,0.9994943896497326,0.8630435877204744,True
Blood,Mixture78,memory_B_cell,0.9993903284150081,0.9691305490048782,True
Blood,Mixture78,plasma_cell,0.9994872068339764,0.9988221811718928,True
Blood,Mixture78,platelet,0.999553376702053,0.9938940573762429,True
Blood,Mixture79,erythrocyte,0.9995130177580721,0.7826479595352159,False
Blood,Mixture79,classical_monocyte,0.9992154863983849,0.9563793927025096,True
Blood,Mixture79,neutrophil,0.9994943896497326,0.7211585243919805,False
Blood,Mixture79,memory_B_cell,0.9993903284150081,0.9979968498069173,True
Blood,Mixture79,plasma_cell,0.9994872068339764,0.9963534284985409,True
Blood,Mixture79,platelet,0.999553376702053,0.9995196628134414,True
Blood,Mixture80,erythrocyte,0.9995130177580721,0.7217179965257249,False
Blood,Mixture80,classical_monocyte,0.9992154863983849,0.9656975596868516,True
Blood,Mixture80,neutrophil,0.9994943896497326,0.9410761685211706,True
Blood,Mixture80,memory_B_cell,0.9993903284150081,0.9778412712750922,True
Blood,Mixture80,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture80,platelet,0.999553376702053,0.9960141054010324,True
Blood,Mixture81,erythrocyte,0.9995130177580721,0.7269153079748083,False
Blood,Mixture81,classical_monocyte,0.9992154863983849,0.9559393134179579,True
Blood,Mixture81,neutrophil,0.9994943896497326,0.9256714527099156,True
Blood,Mixture81,memory_B_cell,0.9993903284150081,0.9732950088451247,True
Blood,Mixture81,plasma_cell,0.9994872068339764,0.9992442785845176,True
Blood,Mixture81,platelet,0.999553376702053,0.9946061269676522,True
Blood,Mixture82,erythrocyte,0.9995130177580721,0.7091239420313853,False
Blood,Mixture82,classical_monocyte,0.9992154863983849,0.953380379370818,True
Blood,Mixture82,neutrophil,0.9994943896497326,0.8346991235564161,True
Blood,Mixture82,memory_B_cell,0.9993903284150081,0.9985563832763394,True
Blood,Mixture82,plasma_cell,0.9994872068339764,0.9989009604275534,True
Blood,Mixture82,platelet,0.999553376702053,0.9995265619061395,True
Blood,Mixture83,erythrocyte,0.9995130177580721,0.9995130177580721,True
Blood,Mixture83,classical_monocyte,0.9992154863983849,0.9431823760195781,True
Blood,Mixture83,neutrophil,0.9994943896497326,0.7627749156935856,False
Blood,Mixture83,memory_B_cell,0.9993903284150081,0.9729797089070059,True
Blood,Mixture83,plasma_cell,0.9994872068339764,0.9979964933410423,True
Blood,Mixture83,platelet,0.999553376702053,0.9897501532052903,True
Blood,Mixture84,erythrocyte,0.9995130177580721,0.766760161847735,False
Blood,Mixture84,classical_monocyte,0.9992154863983849,0.9457955473354411,True
Blood,Mixture84,neutrophil,0.9994943896497326,0.814492146842014,True
Blood,Mixture84,memory_B_cell,0.9993903284150081,0.9983296002204641,True
Blood,Mixture84,plasma_cell,0.9994872068339764,0.9980743529944965,True
Blood,Mixture84,platelet,0.999553376702053,0.9974324066250826,True
Blood,Mixture85,erythrocyte,0.9995130177580721,0.811361280930225,True
Blood,Mixture85,classical_monocyte,0.9992154863983849,0.950229888673813,True
Blood,Mixture85,neutrophil,0.9994943896497326,0.9395750575221422,True
Blood,Mixture85,memory_B_cell,0.9993903284150081,0.9486817276674812,True
Blood,Mixture85,plasma_cell,0.9994872068339764,0.9993555121347035,True
Blood,Mixture85,platelet,0.999553376702053,0.9995349922594515,True
Blood,Mixture86,erythrocyte,0.9995130177580721,0.8287872908039435,True
Blood,Mixture86,classical_monocyte,0.9992154863983849,0.9720716684381159,True
Blood,Mixture86,neutrophil,0.9994943896497326,0.9253459142842404,True
Blood,Mixture86,memory_B_cell,0.9993903284150081,0.9837618606521303,True
Blood,Mixture86,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture86,platelet,0.999553376702053,0.996538597253709,True
Blood,Mixture87,erythrocyte,0.9995130177580721,0.7173429812486452,False
Blood,Mixture87,classical_monocyte,0.9992154863983849,0.9550685980613699,True
Blood,Mixture87,neutrophil,0.9994943896497326,0.8336073393498373,True
Blood,Mixture87,memory_B_cell,0.9993903284150081,0.9984328088841227,True
Blood,Mixture87,plasma_cell,0.9994872068339764,0.9990533078597063,True
Blood,Mixture87,platelet,0.999553376702053,0.9995293789870289,True
Blood,Mixture88,erythrocyte,0.9995130177580721,0.7224999378824849,False
Blood,Mixture88,classical_monocyte,0.9992154863983849,0.9695049959600522,True
Blood,Mixture88,neutrophil,0.9994943896497326,0.9494988823446847,True
Blood,Mixture88,memory_B_cell,0.9993903284150081,0.9761389881296277,True
Blood,Mixture88,plasma_cell,0.9994872068339764,0.9994872068339764,True
Blood,Mixture88,platelet,0.999553376702053,0.994994614248048,True
Blood,Mixture89,erythrocyte,0.9995130177580721,0.682256052788951,False
Blood,Mixture89,classical_monocyte,0.9992154863983849,0.9929277662837639,True
Blood,Mixture89,neutrophil,0.9994943896497326,0.8166470640089274,True
Blood,Mixture89,memory_B_cell,0.9993903284150081,0.9756143404266963,True
Blood,Mixture89,plasma_cell,0.9994872068339764,0.9967489367504555,True
Blood,Mixture89,platelet,0.999553376702053,0.9862520248613991,True
Blood,Mixture90,erythrocyte,0.9995130177580721,0.729056966976993,False
Blood,Mixture90,classical_monocyte,0.9992154863983849,0.9679081388907037,True
Blood,Mixture90,neutrophil,0.9994943896497326,0.8075342029900614,True
Blood,Mixture90,memory_B_cell,0.9993903284150081,0.992953704467429,True
Blood,Mixture90,plasma_cell,0.9994872068339764,0.9983201933176085,True
Blood,Mixture90,platelet,0.999553376702053,0.9995279611563749,True
Blood,Mixture91,erythrocyte,0.9995130177580721,0.681316916695557,False
Blood,Mixture91,classical_monocyte,0.9992154863983849,0.9385431848583818,True
Blood,Mixture91,neutrophil,0.9994943896497326,0.8691616094744308,True
Blood,Mixture91,memory_B_cell,0.9993903284150081,0.9987565546329102,True
Blood,Mixture91,plasma_cell,0.9994872068339764,0.9971985468434107,True
Blood,Mixture91,platelet,0.999553376702053,0.9918656096988243,True
Blood,Mixture92,erythrocyte,0.9995130177580721,0.7357265334342338,False
Blood,Mixture92,classical_monocyte,0.9992154863983849,0.9445316933435146,True
Blood,Mixture92,neutrophil,0.9994943896497326,0.9130471949553015,True
Blood,Mixture92,memory_B_cell,0.9993903284150081,0.9838707325848849,True
Blood,Mixture92,plasma_cell,0.9994872068339764,0.9989096583317533,True
Blood,Mixture92,platelet,0.999553376702053,0.9984857753001711,True
Blood,Mixture93,erythrocyte,0.9995130177580721,0.6959007371915811,False
Blood,Mixture93,classical_monocyte,0.9992154863983849,0.9659926342085652,True
Blood,Mixture93,neutrophil,0.9994943896497326,0.8908508967983058,True
Blood,Mixture93,memory_B_cell,0.9993903284150081,0.9985664224982808,True
Blood,Mixture93,plasma_cell,0.9994872068339764,0.9992975388789572,True
Blood,Mixture93,platelet,0.999553376702053,0.993850669424549,True
Blood,Mixture94,erythrocyte,0.9995130177580721,0.7449883273182583,False
Blood,Mixture94,classical_monocyte,0.9992154863983849,0.9529793923597134,True
Blood,Mixture94,neutrophil,0.9994943896497326,0.8225777116878681,True
Blood,Mixture94,memory_B_cell,0.9993903284150081,0.9887195268344051,True
Blood,Mixture94,plasma_cell,0.9994872068339764,0.9989924608470655,True
Blood,Mixture94,platelet,0.999553376702053,0.9995065965775778,True
Blood,Mixture95,erythrocyte,0.9995130177580721,0.7304662994819723,False
Blood,Mixture95,classical_monocyte,0.9992154863983849,0.959492998050728,True
Blood,Mixture95,neutrophil,0.9994943896497326,0.864025257992196,True
Blood,Mixture95,memory_B_cell,0.9993903284150081,0.9693003830505937,True
Blood,Mixture95,plasma_cell,0.9994872068339764,0.9984054097887122,True
Blood,Mixture95,platelet,0.999553376702053,0.99939282584678,True
Blood,Mixture96,erythrocyte,0.9995130177580721,0.7565319990820422,False
Blood,Mixture96,classical_monocyte,0.9992154863983849,0.9637137231442802,True
Blood,Mixture96,neutrophil,0.9994943896497326,0.7820563962274371,False
Blood,Mixture96,memory_B_cell,0.9993903284150081,0.9993918419740215,True
Blood,Mixture96,plasma_cell,0.9994872068339764,0.9972102707006434,True
Blood,Mixture96,platelet,0.999553376702053,0.9995340335803229,True
Blood,Mixture97,erythrocyte,0.9995130177580721,0.7366370193956413,False
Blood,Mixture97,classical_monocyte,0.9992154863983849,0.9497892551652222,True
Blood,Mixture97,neutrophil,0.9994943896497326,0.8126069593669533,True
Blood,Mixture97,memory_B_cell,0.9993903284150081,0.9980054329589941,True
Blood,Mixture97,plasma_cell,0.9994872068339764,0.9980536619448581,True
Blood,Mixture97,platelet,0.999553376702053,0.9995032634751678,True
Blood,Mixture98,erythrocyte,0.9995130177580721,0.7221373401054523,False
Blood,Mixture98,classical_monocyte,0.9992154863983849,0.9620527051187332,True
Blood,Mixture98,neutrophil,0.9994943896497326,0.8378142028180238,True
Blood,Mixture98,memory_B_cell,0.9993903284150081,0.997561906238957,True
Blood,Mixture98,plasma_cell,0.9994872068339764,0.9989424191603473,True
Blood,Mixture98,platelet,0.999553376702053,0.9995273297347513,True
Blood,Mixture99,erythrocyte,0.9995130177580721,0.7449719763608041,False
Blood,Mixture99,classical_monocyte,0.9992154863983849,0.9479208741829642,True
Blood,Mixture99,neutrophil,0.9994943896497326,0.7826322940371978,False
Blood,Mixture99,memory_B_cell,0.9993903284150081,0.998266107885682,True
Blood,Mixture99,plasma_cell,0.9994872068339764,0.9977713057508103,True
Blood,Mixture99,platelet,0.999553376702053,0.9995122287541024,True
Blood,Mixture100,erythrocyte,0.9995130177580721,0.7331638155901711,False
Blood,Mixture100,classical_monocyte,0.9992154863983849,0.928365824340707,True
Blood,Mixture100,neutrophil,0.9994943896497326,0.8780889214938634,True
Blood,Mixture100,memory_B_cell,0.9993903284150081,0.9849896112174854,True
Blood,Mixture100,plasma_cell,0.9994872068339764,0.9985692522484418,True
Blood,Mixture100,platelet,0.999553376702053,0.9985861732711091,True
